,movie,link,director,genre
446,Scarface,https://www.metacritic.com/movie/scarface-1932,"['Howard Hawks', 'Richard Rosson']","['Action', 'Drama', 'Thriller', 'Crime', 'Film-Noir']"
447,Of Men and War,https://www.metacritic.com/movie/of-men-and-war,['Laurent Bécue-Renard'],"['History', 'War', 'Documentary']"
448,The Long Goodbye,https://www.metacritic.com/movie/the-long-goodbye,['Robert Altman'],"['Drama', 'Mystery', 'Thriller', 'Comedy', 'Crime']"
449,She Wore a Yellow Ribbon,https://www.metacritic.com/movie/she-wore-a-yellow-ribbon,['John Ford'],['Western']
450,Imitation of Life,https://www.metacritic.com/movie/imitation-of-life,['Douglas Sirk'],['Drama']
451,Pain and Glory,https://www.metacritic.com/movie/pain-and-glory,['Pedro Almodóvar'],['Drama']
452,Genèse (Genesis),https://www.metacritic.com/movie/gencse-genesis,['Philippe Lesage'],['Drama']
453,The Farthest,https://www.metacritic.com/movie/the-farthest,['Emer Reynolds'],"['History', 'Documentary']"
454,Gomorrah,https://www.metacritic.com/movie/gomorrah,['Matteo Garrone'],"['Drama', 'Crime']"
455,Days,https://www.metacritic.com/movie/days,['Ming-liang Tsai'],['Drama']
456,Who We Are: A Chronicle of Racism in America,https://www.metacritic.com/movie/who-we-are-a-chronicle-of-racism-in-america,"['Emily Kunstler', 'Sarah Kunstler']",['Documentary']
457,To Be and to Have,https://www.metacritic.com/movie/to-be-and-to-have,['Nicolas Philibert'],"['Family', 'Documentary']"
458,A Night of Knowing Nothing,https://www.metacritic.com/movie/a-night-of-knowing-nothing,['Payal Kapadia'],['Documentary']
459,Halloween,https://www.metacritic.com/movie/halloween-1978,['John Carpenter'],"['Thriller', 'Horror']"
460,Eraserhead,https://www.metacritic.com/movie/eraserhead,['David Lynch'],['Horror']
461,The Velvet Underground,https://www.metacritic.com/movie/the-velvet-underground,['Todd Haynes'],"['Music', 'Documentary']"
462,Medium Cool,https://www.metacritic.com/movie/medium-cool,['Haskell Wexler'],['Drama']
463,Attica,https://www.metacritic.com/movie/attica,['Stanley Nelson'],['Documentary']
464,Can You Bring It: Bill T. Jones and D-Man in the Waters,https://www.metacritic.com/movie/can-you-bring-it-bill-t-jones-and-d-man-in-the-waters,"['Rosalynde LeBlanc', 'Tom Hurwitz']",['Documentary']
465,Alcarràs,https://www.metacritic.com/movie/alcarrss,['Carla Simón'],['Drama']
466,Fire at Sea,https://www.metacritic.com/movie/fire-at-sea,['Gianfranco Rosi'],['Documentary']
467,The Fugitive,https://www.metacritic.com/movie/the-fugitive,['Andrew Davis'],"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']"
468,F for Fake,https://www.metacritic.com/movie/f-for-fake,"['François Reichenbach', 'Gary Graver', 'Oja Kodar', 'Orson Welles']",['Documentary']
469,About Elly (2009),https://www.metacritic.com/movie/about-elly,['Asghar Farhadi'],"['Drama', 'Mystery']"
470,The Bridge on the River Kwai,https://www.metacritic.com/movie/the-bridge-on-the-river-kwai,['David Lean'],"['Adventure', 'Drama', 'War']"
471,Goldfinger,https://www.metacritic.com/movie/goldfinger,['Guy Hamilton'],"['Action', 'Adventure', 'Thriller']"
472,Ma Rainey's Black Bottom,https://www.metacritic.com/movie/ma-raineys-black-bottom,['George C. Wolfe'],"['Drama', 'Music']"
473,One False Move,https://www.metacritic.com/movie/one-false-move,['Carl Franklin'],"['Drama', 'Crime']"
474,En el Séptimo Día (On the Seventh Day),https://www.metacritic.com/movie/en-el-septimo-dia-on-the-seventh-day,['Jim McKay'],['Drama']
475,Jane,https://www.metacritic.com/movie/jane,['Brett Morgen'],"['Biography', 'Documentary']"
476,Jaws,https://www.metacritic.com/movie/jaws,['Steven Spielberg'],"['Adventure', 'Thriller', 'Horror']"
477,We Are the Best!,https://www.metacritic.com/movie/we-are-the-best,['Lukas Moodysson'],['Drama']
478,Spartacus,https://www.metacritic.com/movie/spartacus,['Stanley Kubrick'],"['Adventure', 'Biography', 'Drama', 'History', 'War']"
479,Small Axe: Education,https://www.metacritic.com/movie/education,['Steve McQueen'],['Drama']
480,About Endlessness,https://www.metacritic.com/movie/about-endlessness,['Roy Andersson'],"['Drama', 'Fantasy']"
481,Back to the Future,https://www.metacritic.com/movie/back-to-the-future,['Robert Zemeckis'],"['Adventure', 'Sci-Fi', 'Comedy']"
482,Hope,https://www.metacritic.com/movie/hope,['Maria Sødahl'],"['Drama', 'Romance']"
483,If Beale Street Could Talk,https://www.metacritic.com/movie/if-beale-street-could-talk,['Barry Jenkins'],"['Drama', 'Romance', 'Crime']"
484,My Journey Through French Cinema,https://www.metacritic.com/movie/my-journey-through-french-cinema,['Bertrand Tavernier'],['Documentary']
485,Wallace & Gromit: The Curse of the Were-Rabbit,https://www.metacritic.com/movie/wallace-gromit-the-curse-of-the-were-rabbit,"['Nick Park', 'Steve Box']","['Adventure', 'Comedy', 'Animation', 'Family']"
486,The Diary of a Teenage Girl,https://www.metacritic.com/movie/the-diary-of-a-teenage-girl,['Marielle Heller'],"['Drama', 'Romance']"
487,Elena,https://www.metacritic.com/movie/elena,['Andrei Zvyagintsev'],['Drama']
488,All Is Lost,https://www.metacritic.com/movie/all-is-lost,['J.C. Chandor'],"['Action', 'Adventure', 'Drama']"
489,Hereditary,https://www.metacritic.com/movie/hereditary,['Ari Aster'],"['Drama', 'Mystery', 'Thriller', 'Horror']"
490,Return to Seoul,https://www.metacritic.com/movie/return-to-seoul,['Davy Chou'],['Drama']
491,Listen to Me Marlon,https://www.metacritic.com/movie/listen-to-me-marlon,['Stevan Riley'],"['Biography', 'Documentary']"
492,Gideon's Army,https://www.metacritic.com/movie/gideons-army,['Dawn Porter'],['Documentary']
493,Odd Man Out,https://www.metacritic.com/movie/odd-man-out,['Carol Reed'],"['Drama', 'Thriller', 'Crime']"
494,Maria Full of Grace,https://www.metacritic.com/movie/maria-full-of-grace,['Joshua Marston'],"['Drama', 'Thriller', 'Crime']"
495,Fateless,https://www.metacritic.com/movie/fateless,['Lajos Koltai'],['Drama']
496,Happy as Lazzaro,https://www.metacritic.com/movie/happy-as-lazzaro,['Alice Rohrwacher'],['Drama']
497,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,https://www.metacritic.com/movie/the-fog-of-war-eleven-lessons-from-the-life-of-robert-s-mcnamara,['Errol Morris'],"['War', 'Documentary']"
498,Uncle Boonmee Who Can Recall His Past Lives,https://www.metacritic.com/movie/uncle-boonmee-who-can-recall-his-past-lives,['Apichatpong Weerasethakul'],"['Fantasy', 'Comedy']"
499,Brokeback Mountain,https://www.metacritic.com/movie/brokeback-mountain,['Ang Lee'],"['Drama', 'Romance', 'Western']"
